,0,1,2,3,4,5,6,7,8,9,10
246,143566,94607,411166,1163350,2647554,3406127,2564520,492617,287803,678802,1
247,177376,123632,480953,1327111,3148952,4001402,3044973,567594,311493,777922,0
248,238513,158745,650960,1793559,4155847,5379168,4124096,756649,436955,1075412,0
249,224694,151973,620822,1704636,4072189,5239252,3934662,716943,407493,995904,0
250,140168,95071,386770,1068887,2503433,3214611,2439522,457062,257942,631270,0
251,163781,111113,471290,1327483,2993974,3844171,2920119,565746,323563,776936,1
252,88472,54707,239092,666515,1468526,1930744,1465273,274716,169495,391548,1
253,238477,163511,662970,1822819,4281662,5467895,4050475,752611,425302,1034758,0
254,249432,170043,687247,1879035,4350187,5588267,4215497,781747,446214,1090219,0
255,229549,154366,632583,1740564,3959748,5120392,3965173,752390,424956,1042455,0
256,314240,208007,871909,2395694,5459508,7038654,5357046,980112,582358,1401848,0
257,330602,217167,913943,2514684,5694775,7388471,5631137,1033482,614072,1462379,0
258,244482,164728,678909,1861337,4267627,5492940,4210091,790229,450516,1093285,0
259,110886,68862,317879,899585,1967420,2578686,2022997,377918,239741,562426,1
260,82058,50955,236635,672320,1501294,1948013,1457903,268315,172480,395827,1
261,120741,79560,357139,1013784,2250831,2902591,2219557,429219,259941,611901,1
262,241506,161705,681799,1881223,4260606,5501033,4287330,808150,466801,1147607,0
263,301372,197264,861115,2378364,5350789,6895639,5384593,995144,597959,1441881,0
264,331793,216690,949275,2621733,5763707,7441044,5841104,1090311,666531,1598452,0
265,251445,169657,705931,1943410,4375011,5635500,4416027,836149,479883,1173771,0
266,224435,153480,630836,1747764,3969757,5120269,3969934,750829,428386,1048110,0
267,299563,196698,846992,2343540,5270744,6838958,5293224,978655,584913,1395881,0
268,332936,217744,939012,2585281,5793901,7512314,5784486,1068649,642053,1527256,0
269,244373,165697,681659,1871232,4275213,5498840,4220596,796451,454879,1102052,0
270,223951,153819,624586,1714380,3958388,5084953,3880302,737235,413786,1013320,0
271,312669,209448,878416,2416835,5495546,7042040,5336318,993885,582943,1393052,0
272,336652,224704,935115,2563992,5815866,7431480,5607251,1056813,620120,1467975,0
273,240779,163547,673531,1856885,4235318,5430547,4155850,789516,452796,1096671,0
274,234516,160633,645095,1777101,4052865,5209882,3964503,756303,425082,1034444,0
275,323095,203407,873689,2432591,5266492,6899761,5576561,1013974,634533,1578769,0
276,272942,181157,761576,2113159,4805748,6209522,4745994,877309,512027,1224366,0
277,402459,258944,1182915,3301901,7218751,9428322,7598518,1371700,850100,2065710,0
278,334391,211610,998071,2782986,6040839,7911141,6421583,1150708,746538,1776661,0
279,308538,200693,896158,2491911,5600519,7203327,5635246,1025767,637925,1515204,0
280,305892,202581,882980,2432811,5527715,7111748,5472019,1006692,606456,1432258,0
281,221729,152814,633824,1749579,4035557,5170488,3982401,753191,432903,1041914,0
282,306394,204341,882487,2420186,5552246,7140959,5433296,1001039,597043,1402017,0
283,328516,214886,960613,2675717,5993477,7747787,6046940,1099994,682335,1607527,0
284,230090,154941,668736,1866800,4238165,5485749,4293718,798953,469879,1130441,0
285,216628,147612,628672,1736560,3958004,5105652,3982951,748171,435431,1045215,0
286,289665,187323,851434,2369804,5272713,6890683,5433717,979123,614349,1467461,0
287,314260,202290,936394,2601539,5788348,7563192,5953078,1072501,676595,1593883,0
288,237246,160588,688737,1895289,4355078,5644201,4351585,799009,469913,1126738,0
289,215342,144660,614882,1709118,3942969,5103419,3933532,732586,421457,1016435,0
290,310569,203240,886740,2456310,5588774,7257931,5532492,1004597,611948,1443719,0
291,323109,208367,916386,2535296,5690028,7446304,5740976,1035718,637161,1507215,0
292,240635,158815,688311,1915775,4377330,5725417,4437369,800841,479817,1166058,0
293,214550,144305,613157,1698554,3931906,5111898,3980313,735276,420566,1032115,0
294,307066,196247,868560,2416027,5407031,7089279,5527484,996302,617374,1465678,0
295,327663,210087,914886,2527728,5752063,7495099,5779125,1033725,633011,1508797,0
296,236452,152099,677182,1895014,4158307,5476995,4398214,815047,508626,1243088,0
297,220741,144994,629508,1775918,3998974,5256545,4181523,762141,460560,1131344,0
298,291770,182105,864876,2436913,5128268,6841799,5740265,1039435,677358,1651931,0
299,307459,188900,929148,2629922,5271145,7095072,6094373,1113129,771292,1893000,0
300,224319,142734,666602,1876188,3997674,5279242,4430544,823953,521702,1299226,0
301,225251,150721,625570,1728399,3965093,5138757,3996568,738962,425497,1040022,0
302,309384,201346,876216,2401747,5368947,6942542,5421432,998942,603354,1444906,0
303,342614,223502,943989,2582676,5880503,7597996,5793589,1053044,636502,1517473,0
304,241183,162729,680084,1867299,4353943,5544277,4234723,786325,451285,1100104,0
305,215785,145737,611213,1685202,3899851,5007529,3879775,721665,409620,1011847,0
306,317740,208524,896874,2473590,5614532,7261027,5522414,1012816,606983,1447452,0
307,324084,214875,909852,2489846,5701856,7303318,5532843,1015353,602926,1438007,0
308,237495,159776,673823,1861172,4309459,5513248,4236701,791375,456166,1104785,0
309,233624,158527,657871,1804945,4185706,5348639,4073870,763644,436030,1053560,0
310,112951,47232,347866,1031940,1193762,1969349,2585305,420299,512031,1614785,1
311,264625,175827,759085,2098029,4768512,6145617,4772304,866455,518917,1259525,0
312,227313,151261,669654,1866498,4134516,5367448,4311372,812838,484891,1175521,0
313,212440,143048,618644,1726727,3848244,4996532,4008147,761881,443967,1088858,0
314,307090,198691,884494,2442241,5491875,7128635,5565451,1003624,624696,1484371,0
315,312391,202440,906384,2504898,5609748,7257649,5753368,1037134,647581,1546063,0
316,231519,156001,661973,1825155,4128168,5337733,4196466,787315,458958,1116088,0
317,220508,148551,627614,1749159,4009706,5189683,4056131,745534,435559,1068307,0
318,291343,190965,831541,2299122,5197197,6745303,5244872,951329,576474,1378614,0
319,325231,211754,924518,2559243,5809043,7547112,5793132,1038238,635044,1509133,0
320,235690,156490,667119,1832766,4316344,5538803,4251283,767928,450676,1096101,0
321,218695,149087,620104,1715142,4023349,5186934,3954662,727694,416899,1019322,0
322,296472,193860,855491,2373118,5312940,6957885,5410716,977134,606967,1444809,0
323,330613,213546,938310,2590448,5845084,7605139,5939545,1061878,656902,1580391,0
324,228148,152776,648628,1796647,4106792,5319333,4162785,770854,452903,1110502,0
325,217218,144776,623318,1732839,3913942,5066216,4082069,765314,444312,1098436,0
326,310516,201954,887710,2458708,5522317,7184037,5633874,1024615,630208,1504749,0
327,289150,192581,819382,2250352,5203369,6643622,5048824,927588,545456,1306396,0
328,137480,53942,425317,1284524,1291129,2252381,3232920,519653,686760,2372006,1
329,125042,56321,372058,1107622,1577673,2440074,2912728,492774,493973,1452423,1
330,202737,137103,579922,1613424,3692743,4744662,3794100,706715,408433,1022353,0
331,305256,196056,855902,2365834,5337440,6909226,5468117,982391,604477,1464997,0
332,316474,205515,912632,2527293,5728500,7383208,5766313,1038629,638079,1533493,0
333,234964,153622,697221,1952688,4309844,5595668,4605424,854112,522221,1277580,0
334,202526,130888,608879,1722162,3727525,4890777,4139812,776949,476012,1187190,0
335,294406,188423,852520,2365180,5292860,6893421,5529861,989682,619624,1503343,0
336,327977,211921,920615,2532444,5834894,7479643,5777159,1023196,627873,1500694,0
337,234777,155002,656388,1822037,4126812,5308740,4216695,783558,464151,1134592,0
338,219521,147098,628079,1758402,3941044,5101545,4057787,759042,448244,1104286,0
339,299648,191589,873112,2431791,5310253,6966010,5640437,1030542,650155,1566847,0
340,328188,209350,931924,2569255,5667070,7425730,5880199,1056671,671663,1607022,0
341,229654,151081,667724,1863828,4188441,5422349,4356469,803289,481607,1183110,0
342,213358,140371,626467,1756498,3885186,5080487,4123266,769507,460006,1139118,0
343,289244,189056,848246,2350419,5292552,6799989,5369893,979520,604109,1451380,0
344,211830,142123,596249,1644124,3804020,4881316,3849675,712790,417281,1022560,0
345,127615,53515,400800,1195162,1375039,2274932,3004982,507372,598584,1902175,1
