,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
531,49747,378013,294583,38543,3329470,303,4496,4521,11039986,105071,14720,10787,75109,14774,7468,74990,7325968,1,18603,89,0,12238,851,89,8985,9205,12203,1322484,2734,3995,0,26876,1659,34678,602983,690626,0
532,49184,387346,288885,40023,3483539,237,4285,4195,11334261,109058,14281,11494,79079,14190,6808,79110,7783351,1,18631,92,0,12944,735,90,8434,8457,12961,1396781,3035,4419,1,30479,1506,35514,653810,766504,0
533,37044,294082,214544,31120,2561304,188,3275,3174,8462735,83738,10540,9187,60453,10628,4994,60011,5839382,1,14144,65,0,10022,565,56,6092,6237,9975,1052504,2420,3509,1,23566,1079,27277,495919,568505,0
534,34361,269611,199039,28251,2330831,171,2953,3053,7808892,75621,10049,8191,54295,9733,4906,53773,5306889,0,12924,49,0,8941,575,73,5997,5891,8869,955793,2079,3112,0,20602,1043,24557,447256,507396,0
535,46389,362097,277584,35206,3237652,239,4098,3918,10718206,101637,13635,9259,72683,13740,6629,72683,7194444,1,17495,72,0,11682,785,72,8087,7986,11833,1303371,2220,3592,1,25562,1446,33912,595615,692689,0
536,46016,373310,268837,36719,3410661,194,3746,3731,10905855,105911,13396,10610,76976,13176,5861,77378,7718225,2,17936,62,0,13185,665,80,7351,7355,12873,1405059,2935,4269,0,31380,1194,34489,676408,803067,0
537,33699,271706,195202,27020,2461679,143,2656,2716,8049007,77682,9700,7428,56288,9587,4304,55939,5656967,1,13157,57,0,9440,465,49,5389,5456,9523,1024855,1901,2942,0,22623,899,25479,497648,579673,0
538,32805,270933,191566,27071,2406698,132,2597,2624,7871348,77739,9486,7609,56101,9538,4178,56067,5594481,0,12948,38,0,9782,446,52,5170,5202,9548,1016666,2089,3122,0,22199,877,25067,490439,575046,0
539,47434,370567,279382,38152,3221275,236,4184,4137,10459950,104502,14345,10802,74232,14211,7038,74745,7168803,1,18130,80,0,12109,753,87,8698,8514,11974,1305236,3005,4146,0,27388,1539,33476,600813,694248,0
540,48688,393362,282950,40961,3470765,206,4053,4174,11281450,112070,14628,12379,80731,14159,6518,80969,7872240,0,18834,88,0,13417,713,91,8050,8271,13265,1408531,3433,4767,0,32382,1385,35674,667928,776868,0
541,36005,293683,205059,30006,2627274,129,2879,2780,8349347,83558,10457,9341,60604,10140,4537,60945,6067686,1,14067,57,0,10513,491,48,5755,5639,10487,1114908,2827,3577,0,26757,886,27329,551856,647108,0
542,31511,254824,181072,25546,2289996,117,2497,2521,7364537,72462,8884,7447,52291,8855,3883,52604,5299655,1,12375,52,0,9144,430,47,4852,5006,9258,981441,1983,2900,0,21748,795,24110,481081,563051,0
543,46011,375438,267572,38315,3351167,152,3727,3799,10799182,108359,13771,11319,78093,13575,5841,77879,7676018,1,17647,88,0,13185,630,66,7262,7270,13034,1373678,3075,4395,0,31205,1173,34445,652946,765050,0
544,49020,386676,286046,38444,3458189,226,4086,4122,11324388,110371,14773,10525,79471,14495,6545,79201,7801326,2,18530,68,0,12994,772,77,8155,8322,13169,1394934,2635,4109,0,29282,1391,35516,648211,757233,0
545,35668,284887,211108,29199,2513712,150,3027,3051,8444274,81036,10802,8416,58222,10598,4862,57783,5740480,1,13755,43,0,9699,564,52,5957,6034,9657,1029549,2043,3133,0,21424,1067,26310,478899,545866,0
546,44509,349865,263728,35365,3166883,173,3825,3816,10485040,98623,13003,9542,71531,13305,5950,70719,7103811,2,17310,70,0,12120,674,80,7420,7375,11989,1271643,2240,3788,0,26289,1266,32105,587709,685688,0
547,45913,369483,270331,37273,3291346,212,3881,3849,10777397,105363,13601,10203,75271,13591,6021,75477,7463931,0,17419,89,0,12667,703,75,7501,7588,12262,1330108,2458,4128,0,28328,1259,33793,620146,722133,0
548,37378,289164,218072,28678,2506667,197,3307,3215,8512411,82145,10771,7573,57771,10731,5372,57350,5694748,1,13803,69,0,9558,585,62,6454,6687,9351,1017827,1775,2878,0,19819,1159,26506,462278,521046,0
549,34650,268676,202220,27337,2286642,179,3072,3085,7842658,75948,10125,7505,52959,10070,5109,53215,5190080,0,12981,61,0,8590,629,62,6274,6227,8726,922153,1785,3026,0,18672,1167,24219,420179,469639,0
550,45818,360254,269106,37257,3152908,226,4004,4105,10529313,102093,13547,10236,72990,13762,6464,72844,7096084,2,17103,74,0,11928,704,91,8022,8008,11935,1265172,2538,3745,0,25752,1340,32991,573065,658719,0
551,46966,374020,275547,38521,3324675,222,3973,3988,10959310,106717,13619,10867,75948,13755,6357,76782,7513854,0,17834,74,0,12761,772,80,7897,7758,12790,1335800,2635,4264,0,29388,1347,34070,623014,720995,0
552,36334,289648,215367,28801,2579688,181,3048,3110,8618023,82672,10598,7989,59095,10525,4907,58906,5883774,1,13858,59,0,9798,576,42,5976,5964,9881,1054817,2038,3201,1,22555,1056,26833,498448,574238,0
553,33553,263937,195362,25999,2313737,178,2790,2813,7804731,74713,9549,6824,53078,9522,4379,52430,5292628,1,12764,49,0,8814,492,50,5676,5605,8713,952850,1631,2686,0,19620,964,24286,445776,510752,0
554,46508,362438,277883,37463,3184232,239,4285,4248,10779700,103448,13875,10609,73300,13691,6794,72286,7125919,0,17060,88,0,11804,815,91,8163,8237,11808,1255366,2677,4174,0,26475,1497,33348,573248,653007,0
555,51721,397640,308651,40962,3487763,295,4744,4725,11857408,111400,15498,11533,78938,15485,7719,78790,7746250,2,19188,91,0,12585,893,89,9664,9267,12604,1363693,3032,4247,0,28162,1640,36063,617477,707413,0
556,37042,287701,221593,28626,2570255,185,3204,3238,8731048,80749,10684,8280,57769,10702,5300,57259,5770177,1,14096,63,0,9613,586,56,6392,6532,9497,1033160,2140,3002,0,21254,1149,26695,477460,544204,0
557,32098,258145,188653,26396,2286809,135,2782,2750,7757369,73101,9226,7662,52399,9107,4423,52477,5266416,1,12192,54,0,8739,473,62,5465,5459,8666,936006,1913,2920,0,20546,987,23684,443760,506325,0
558,44156,362584,255899,38063,3197910,174,3667,3622,10468888,104077,13159,11469,75313,12965,5718,74630,7351479,0,16601,84,0,12224,666,82,6840,7118,12065,1284824,3104,4466,1,31541,1214,32557,627352,725736,0
559,45361,369827,267708,37842,3269098,206,3830,3876,10918650,105218,13598,10872,75998,13384,6116,75588,7503917,0,17277,51,0,12393,687,67,7324,7454,12219,1308347,2655,4066,0,28747,1286,33399,619725,718774,0
560,34783,283708,204482,28360,2503793,172,2912,2876,8421257,81342,10322,7936,57503,10151,4594,57695,5785305,0,13366,49,0,9397,503,60,5643,5762,9728,1024566,1969,3019,0,21652,939,25770,485112,557994,0
561,34111,266751,200383,26489,2300378,170,3025,3005,7852179,75813,10101,6869,53236,10234,4808,53628,5264402,2,12906,73,0,8921,551,60,5944,5970,8819,938777,1700,2723,1,19028,1089,24148,430721,484809,0
562,45368,354184,267532,34587,3178669,212,3841,3914,10400412,99594,13309,9072,71289,13065,6362,71225,7103442,1,17164,58,0,11877,714,77,7890,7886,11792,1282217,2105,3591,0,26119,1398,32849,599065,697328,0
563,45155,329777,267561,31453,2886095,281,4008,4232,9622093,90577,13322,7541,64201,13249,7128,63751,6249906,3,16749,74,0,10639,795,79,8817,8707,10492,1153750,1687,2845,1,19589,1658,31337,503248,574880,0
564,58416,455135,344564,43867,4153576,294,5078,5067,13463675,127123,16778,11599,92207,16962,8216,92208,9159990,1,22061,94,0,15320,987,87,10105,10122,15264,1652936,3139,4806,0,35384,1811,42588,778574,923126,0
565,42012,331909,244754,33634,3012246,200,3580,3505,9643556,92301,12060,10242,67952,11940,5642,67235,6752046,1,15788,74,0,11722,652,65,7165,7011,11697,1231353,3342,4391,0,30009,1193,31062,609997,732464,0
566,35062,273624,203624,27637,2507094,156,2965,2869,8002752,75992,9766,8156,56776,9877,4654,56351,5598816,0,13389,59,0,9922,522,61,5683,5728,9923,1046151,2378,3469,1,24402,1032,26144,512076,605705,0
567,40765,316464,239627,30486,2833196,183,3465,3405,9169139,88535,11711,7871,64023,11714,5598,63774,6295950,1,15599,63,0,11066,629,58,6993,6996,10715,1163097,2107,3241,1,23700,1201,29997,550751,646023,0
568,36677,286854,215185,26241,2559643,148,3094,3019,8355180,80335,10581,6505,57512,10415,5016,57334,5753165,1,14251,47,0,9932,559,74,6193,6335,9708,1066788,1588,2755,0,20836,1049,26905,498132,580703,0
569,33116,257119,193693,24677,2225407,163,2840,2943,7398360,71604,9596,6443,51620,9536,4845,51011,5024593,2,12646,43,0,8750,541,51,5632,5687,8396,927413,1448,2441,0,17601,984,24089,425300,484290,0
570,47482,368284,279782,37178,3255738,241,4097,4015,10678475,105077,14374,10215,74489,13991,6614,74341,7271139,3,18198,69,0,12265,688,78,8123,8342,12452,1318090,2392,3852,0,26938,1448,34079,605187,706904,0
571,49093,384346,288077,38523,3403980,210,4152,4178,11090137,109911,14705,10211,78168,14628,6857,77636,7611375,2,18433,87,0,12663,761,74,8366,8453,12459,1361843,2354,3812,0,27652,1471,35212,631037,738174,0
572,36341,276581,216457,26481,2461994,196,3117,3149,8302154,77683,10755,6600,54902,10564,5220,55184,5483835,2,13760,58,0,9206,654,41,6391,6488,9135,1001798,1454,2581,0,18503,1220,26143,454619,519678,0
573,33265,260404,196279,25714,2300007,142,2821,2833,7706469,73241,9840,6732,52202,9723,4661,52310,5215044,0,12965,54,0,8811,514,47,5535,5645,8727,951286,1574,2545,0,18032,982,24084,435869,501843,0
574,48633,369768,286033,36534,3257505,250,4191,4112,10662366,104214,14316,9509,73937,14566,7155,74160,7189864,2,18712,66,0,12137,798,84,8644,8642,12147,1317202,2231,3576,0,25349,1503,33941,588979,683002,0
575,49388,385564,290461,38106,3439560,202,4140,4091,11154377,108894,14746,9999,78298,14652,6933,78036,7657217,1,19249,70,0,12752,792,56,8571,8652,12643,1392756,2450,3812,0,27887,1401,36194,638698,744184,0
576,35194,280689,206868,27682,2487838,174,2816,2818,8123153,80395,10335,7446,56849,10369,4900,56674,5611612,0,13833,46,0,9545,492,47,5872,5948,9582,1033150,2126,2909,0,21379,944,26274,481810,556495,0
577,32763,261647,191287,25930,2315903,125,2762,2734,7569354,74649,9710,7177,53713,9378,4325,53075,5285494,1,12804,52,0,9311,439,53,5362,5481,9262,982004,1746,2760,0,19756,907,24478,458587,529723,0
578,48228,375193,280934,36645,3342107,199,3980,4031,10775160,106812,14235,9514,75986,14459,6555,75299,7430003,2,18898,69,0,12453,750,62,8056,8173,12741,1358843,2229,3542,0,26053,1398,34870,616701,723980,0
579,50357,384708,296645,37206,3487214,250,4262,4297,11243562,108083,14653,9422,77621,14657,7232,77291,7642176,2,19617,64,0,13105,758,68,8965,9074,12955,1410049,2253,3678,0,26964,1592,36548,640625,753791,0
580,36082,288701,209377,28821,2597158,169,2953,2889,8362830,81673,10204,7975,59148,10255,4834,58663,5895104,1,14127,53,0,10025,538,55,6022,5975,10007,1075645,2152,3205,1,23985,1014,26968,523797,612194,0
581,32268,259528,185175,25719,2352433,139,2613,2689,7434436,73040,8923,7558,53424,8963,4232,53975,5345911,1,12536,43,0,9447,431,54,5117,5167,9389,1003109,2292,3162,0,23515,826,24557,493419,584997,0
582,45573,372087,263794,36757,3363078,176,3671,3807,10487782,105700,13203,10901,77375,13144,5803,76766,7597269,0,17939,63,0,12960,701,63,7345,7441,13181,1384416,3018,4361,0,32710,1180,34503,683571,807278,0
583,49621,399227,288437,40559,3519566,221,4114,4130,11050960,114017,14744,11671,82955,14748,6580,82367,7921649,0,19335,96,0,13574,774,81,8349,8233,13660,1444208,2984,4473,0,32921,1433,36628,690666,820195,0
584,36445,291391,209115,27812,2569473,137,2851,3052,8220359,82833,10599,7459,59292,10256,4747,59022,5829543,3,14210,53,0,10010,496,43,6004,5981,10125,1077644,1814,3094,0,23143,1035,27261,516673,603593,0
585,47673,378030,278908,37664,3380773,209,3970,4152,10855854,106574,13949,10697,76692,13923,6513,76598,7554126,0,18265,70,0,12984,688,78,7945,8056,12898,1369492,2848,4156,1,29933,1385,34812,647374,763990,0
586,50456,402879,293493,42824,3539781,242,4252,4286,11474422,114238,14965,12777,82749,15051,6955,82497,7997562,1,18942,81,0,13365,829,67,8443,8429,13194,1428112,3535,4914,0,32795,1489,36996,680010,789865,0
587,38045,303550,218589,33271,2619188,180,3189,3183,8636793,86968,11098,10336,62339,11141,5166,62086,5973232,2,14382,49,0,10137,578,57,6556,6346,10091,1067914,2799,3875,0,24928,1166,27502,505196,576716,0
588,36512,282072,213655,29058,2426570,208,3260,3198,8170875,80818,10592,7967,56279,10738,5438,55921,5481372,0,13633,52,0,9307,619,61,6682,6621,9081,994396,1983,3034,0,19985,1192,25720,453870,516383,0
589,51886,388351,305756,39670,3377919,321,4728,4768,11232115,108704,15313,10989,76203,15109,8123,76322,7400077,0,19161,85,0,12516,910,88,9556,9643,12442,1345490,2899,4194,0,27417,1757,35501,609624,698539,0
590,21305,169883,122989,16810,1481841,84,1737,1713,4903220,48152,6155,4328,34232,6115,2890,34014,3416439,0,8304,28,0,5687,300,28,3458,3597,5781,623859,1093,1675,0,12877,627,15676,294475,339028,0
591,27643,215563,162570,22132,1844959,133,2547,2356,6383039,60754,7970,6197,42624,7993,4037,42448,4222394,1,10489,46,0,7128,458,35,4863,5088,6908,760696,1514,2200,0,14789,853,19796,343844,383789,0
592,37746,299559,221532,30780,2602802,185,3230,3123,8535157,85639,11277,8495,60077,11109,5231,60360,5891748,0,14716,65,0,9953,589,54,6394,6537,9883,1073765,2247,3156,0,22735,1195,27224,503697,581684,0
593,32569,263932,188099,26049,2330691,158,2562,2626,7580576,75690,9437,7606,53917,9438,4224,53310,5364377,0,12714,55,0,8962,487,46,5284,5336,9035,974267,2163,2925,0,22062,921,24144,478361,560929,0
594,47785,364388,282720,35889,3235731,261,4286,4216,10934485,102440,14223,9404,72071,13949,7010,72553,7176069,0,17494,62,0,11711,817,76,8685,8533,11689,1272889,2529,3625,0,25595,1609,33329,581422,666831,0
595,24875,182922,149434,17809,1614245,165,2316,2315,5625114,50496,7213,4290,35288,7201,4023,35425,3549577,0,9247,41,0,5779,429,50,4908,4871,5857,641285,998,1608,0,11317,977,17051,288021,324301,0
596,29112,215955,171228,20962,1875031,190,2673,2670,6548882,59768,8234,5519,42307,8286,4709,41567,4172995,0,10339,47,0,6863,511,34,5339,5484,6752,738790,1501,2220,0,14522,1125,19764,340495,379134,0
597,36808,281277,214984,27845,2506369,222,3217,3244,8580476,78032,10759,7475,55746,10396,5400,55829,5616816,1,13910,67,0,9024,592,42,6566,6651,9196,994846,1728,2791,0,19335,1252,25592,458840,523128,0
598,32796,267832,191964,26013,2404146,143,2672,2665,7871466,75711,9311,7579,54971,9411,4193,55229,5539746,0,12956,52,0,9534,474,40,5151,5276,9576,1014436,1930,2908,0,22051,883,24813,489697,574295,0
599,46325,373754,273384,36037,3405688,198,3678,3785,10832687,105396,13527,10413,76023,13479,6243,76218,7653583,2,18238,64,0,13015,680,66,7704,7476,12986,1394890,2834,4156,1,31288,1263,34533,674557,803509,0
600,41860,341357,241507,33293,3043683,153,3375,3389,9619998,97968,12181,9369,70345,12068,5338,70120,6950637,0,16345,67,0,11644,634,67,6730,6963,11701,1265285,2389,3662,2,28358,1121,31366,618417,730800,0
601,12107,94064,69013,8957,916939,54,933,947,2880092,25138,3190,2283,19425,3137,1627,19528,2042795,1,4522,15,0,3413,169,16,1959,2020,3389,373521,577,955,0,7971,343,9011,185848,224953,1
602,33737,251035,196090,26715,2126217,190,3118,3182,7224038,70021,9786,7447,50409,9798,5193,49734,4752117,1,12279,62,0,8135,565,59,6309,6455,8159,863732,1810,2790,0,17011,1252,23241,384371,422022,0
603,37995,280408,220078,30137,2355812,240,3521,3674,7959212,78101,11238,8528,55286,11118,6031,54563,5226579,0,14037,66,0,8692,658,65,7263,7347,9002,945065,2142,2944,0,18821,1359,25445,421992,467981,0
604,49296,373843,291852,36362,3280134,327,4398,4491,10774816,103298,14429,9616,73527,14559,7683,72585,7194787,3,18423,78,0,11730,826,69,9098,9441,11926,1305101,2288,3461,1,25408,1809,34290,593524,684505,0
605,53549,390483,320136,35512,3479229,337,4961,4734,11544999,107153,15960,7763,75785,15782,8552,75237,7469860,1,19678,74,0,12025,971,74,10589,10441,11928,1356661,1632,3027,0,21781,2011,36578,590468,679773,0
606,38457,293658,224301,27020,2562196,205,3255,3259,8378827,82575,11232,5929,58045,11246,5639,57784,5704044,0,14955,46,0,9580,624,50,7079,6923,9581,1047091,1329,2290,0,18680,1333,27254,477996,549597,0
607,46213,355000,269639,34004,3165060,247,3879,3862,10257291,99193,13468,8207,71050,13447,6645,71419,6981035,2,17414,77,0,11546,766,74,8208,8219,11448,1271358,1952,3164,0,23895,1372,33004,583590,688012,0
608,52474,398073,311524,38103,3452034,329,4788,4767,11524412,110736,15508,8735,77768,15631,8230,76641,7559787,0,19463,87,0,12206,936,78,9835,9971,12008,1354097,1710,3147,0,23082,1879,36081,598179,687341,0
609,39939,289342,236114,27228,2497689,317,3826,3790,8553874,79900,11601,6329,54797,11473,6792,54906,5419911,0,14302,65,0,8548,809,56,8006,7945,8807,971077,1378,2248,0,16213,1672,26464,431956,481466,0
610,32959,271932,187752,25559,2403641,158,2710,2614,7741536,76995,9242,6838,55285,9243,4282,55330,5551372,1,12640,41,0,9028,472,46,5301,5275,9036,991922,1564,2600,1,22356,855,24825,506312,597757,0
611,43344,350612,249526,32699,3196622,179,3522,3409,10114320,99454,12412,8461,71983,12450,5595,71529,7256332,1,16453,59,0,11966,631,62,7171,6888,11839,1307528,2401,3482,0,28619,1130,32789,640847,760485,0
612,48710,382131,280998,36953,3439176,232,4059,4034,10951135,107579,14030,9380,77761,13892,6773,77521,7680703,2,18374,72,0,12666,820,84,8241,8378,12821,1389755,2204,3489,0,28989,1434,35512,673637,797255,0
613,36447,282480,209531,28220,2430942,219,3140,3172,7934600,79370,10501,7765,56039,10482,5245,56618,5469998,0,13594,72,0,9172,613,53,6506,6397,9145,990596,1970,2911,0,20451,1165,25403,468906,538277,0
614,35653,267265,208180,26391,2313655,199,3246,3175,7851859,74991,10359,6683,52387,10189,5435,52171,5176669,2,13159,62,0,8463,576,63,6679,6581,8356,936126,1578,2434,1,16661,1194,24737,420369,474452,0
615,47132,357148,274165,33990,3227380,304,4214,4119,10446814,98818,13439,8812,70755,13353,7203,70805,7073706,0,17482,64,0,11522,852,70,8801,8588,11578,1281114,2269,3443,0,26333,1661,33023,611175,715444,0
616,25104,204185,143158,19515,1784345,103,2043,1989,5765591,58358,7028,4908,41247,6911,3319,41414,4139016,0,9842,39,0,7142,340,38,4016,4283,7301,766816,1173,2036,0,15935,684,18943,373681,433289,0
617,21883,166618,121873,16278,1569197,132,1852,1913,5008786,44959,5818,4119,34931,5631,3085,34527,3568780,1,8099,24,0,5874,322,25,3711,3868,5826,650744,1100,1701,0,14069,661,16392,323321,374504,1
618,38020,286421,219712,28676,2461895,217,3322,3486,8127032,80410,10921,7357,56627,11107,5754,56355,5462550,1,14029,58,0,9418,653,55,7201,7006,9208,990127,1806,2775,0,19320,1320,26038,451628,510335,0
619,34186,271316,198118,27763,2342154,158,2901,2836,7731741,76597,9941,7381,54998,10106,4756,54526,5347460,0,13243,68,0,8980,540,51,5862,5881,9009,967591,1677,2642,0,18998,978,24637,451265,516944,0
620,46521,366309,271041,34098,3306492,221,3727,3742,10368445,103682,13656,9097,74194,13544,6253,74099,7395828,0,18145,60,0,12802,721,76,7712,7695,12741,1373706,2236,3468,0,28807,1374,33696,660798,792726,0
621,51744,388918,304989,37558,3505618,278,4390,4531,11281134,108348,15318,9716,77519,15183,7460,78102,7627162,1,19819,80,0,12850,855,72,9253,9167,13247,1401637,2259,3706,1,27459,1690,36103,636352,747321,0
622,12425,95453,71251,9016,894353,59,996,1097,2892053,25885,3406,2141,19733,3408,1729,19552,1994910,0,4641,17,0,3241,231,15,2033,2094,3252,359840,581,897,0,6971,394,9377,169121,197428,1
623,24658,184243,142818,19007,1554776,127,2249,2203,5320642,51979,7011,5297,36292,7044,3903,36193,3488204,1,8942,41,0,5807,392,35,4651,4779,5790,630743,1234,1809,0,11807,934,16701,284027,317181,0
624,34701,270054,197594,27630,2337623,180,3043,2944,7742442,76046,10055,7592,54915,9847,4936,54580,5329222,0,12971,49,0,9096,546,52,6089,5931,9024,963582,2029,2912,0,20489,1133,24477,457618,523350,0
625,21515,171440,122127,18913,1447092,126,1787,1803,4809754,49958,6141,5853,34735,6354,2988,34913,3355539,0,8135,40,0,5797,321,48,3628,3612,5738,606155,1526,1976,0,13318,680,15430,286570,329044,0
626,24589,187924,137572,19102,1739738,121,2192,2015,5703719,52240,6624,5346,39449,6440,3314,39421,3990647,0,9228,38,0,6888,383,39,4056,4156,6817,728312,1563,2055,0,15789,810,18363,347307,397159,1
627,52174,400357,306893,42631,3480282,281,4750,4643,11533015,113045,15692,11867,80600,15341,7800,79967,7714343,3,19525,87,0,12690,873,96,9440,9594,12725,1372896,2812,4302,0,27992,1714,36458,621164,706028,0
628,37854,293984,215723,31432,2516299,220,3317,3273,8271383,82819,10668,9176,59562,10817,5547,59649,5709594,1,14172,60,0,9666,609,68,6570,6650,9841,1034086,2418,3604,0,22754,1212,26990,488028,552434,0
629,34353,269163,196049,28628,2314517,180,3082,3050,7781731,76332,9757,8172,54473,9602,4865,54398,5259079,2,13057,65,0,9184,513,51,6023,6179,8963,952628,2135,3188,0,20051,1118,25100,439058,494742,0
630,21067,154892,124642,15601,1331318,136,2043,2006,4587274,43031,6160,3958,30159,6101,3442,30251,2924745,0,7681,41,0,4984,376,27,4089,4197,4862,535416,827,1446,0,9283,833,14568,232882,259302,0
631,23574,176713,134777,17108,1626002,139,2069,2040,5399449,48193,6363,4539,35924,6368,3315,36404,3672005,1,8746,37,0,6144,377,24,4168,4150,6028,669617,1231,1744,0,13152,769,17247,315752,361783,1
632,16628,122868,96150,11614,1122301,107,1460,1443,3666357,33307,4692,2615,24500,4673,2518,24823,2479266,0,6127,29,0,4044,250,25,3077,3009,4115,453520,548,1036,0,8232,608,12126,207871,239933,1
633,39391,307907,229099,33011,2741079,220,3659,3482,9106051,86237,11478,9882,63097,11347,5578,63124,6172892,0,14699,60,0,10391,627,68,6820,6856,10610,1111383,2479,3735,0,24625,1256,28826,520928,601743,0
634,32676,250986,190246,25249,2196317,172,2867,2893,7436261,70303,9236,6716,50045,9480,4760,49928,4965005,0,12308,46,0,8525,499,53,5671,5970,8444,908279,1601,2640,0,17291,1073,23381,416061,471578,0
635,42583,311834,245264,30608,2873741,248,3704,3847,9486425,84630,11730,7506,63794,11635,6455,63226,6282553,0,15178,60,0,10331,765,52,7925,7935,10345,1141199,1816,3078,0,21647,1471,30646,524408,599121,0
636,23668,176113,137220,17637,1571247,131,2229,2217,5421187,47913,6594,4526,35327,6591,3709,35350,3508491,0,8431,48,0,5668,417,31,4543,4398,5709,623684,1084,1738,0,11547,853,16870,282121,312868,1
637,27167,208770,158018,21901,1792970,157,2499,2584,6151309,58367,7934,5991,41859,7809,4134,42020,4048036,2,10258,51,0,7002,458,38,4951,4939,7018,734403,1422,2328,0,14872,904,19613,333453,372299,0
638,43524,341974,255506,36703,3058551,217,3958,3855,10093463,96215,12578,10768,70195,12376,6135,70333,6856189,3,16245,83,0,11647,669,66,7554,7491,11433,1227121,2705,4061,0,26864,1371,32145,578995,665855,0
639,14846,114759,84210,11029,1111582,56,1210,1177,3560617,31571,3907,2947,23989,3892,1820,23937,2488702,2,5455,26,0,3893,216,17,2435,2365,4226,457478,817,1192,0,9722,432,11229,223895,267133,1
640,13631,99238,78480,8968,917665,81,1165,1217,2988105,26873,3813,1870,20277,3602,1979,19912,1990397,0,5089,15,0,3281,181,12,2536,2431,3209,373422,368,757,0,6089,456,9943,167041,196761,1
641,13454,96929,76718,9461,924264,79,1147,1261,2900548,26062,3705,2985,19573,3519,2049,19584,1968382,1,4993,25,0,3381,221,17,2566,2563,3312,366500,1166,1252,0,8662,454,9504,187996,241963,1
642,17470,187773,62616,36559,1815690,20,949,979,3667333,52474,2973,25120,46613,2816,970,46242,4519596,0,5276,31,0,8057,94,27,1263,1257,8154,798005,15454,10690,0,67209,169,15125,824891,1142161,1
643,21669,233034,70885,43152,2372414,31,1033,1013,4483017,64051,3120,31393,56725,3091,1098,56369,5835057,2,6252,29,0,10232,99,30,1355,1325,10248,1015861,19657,14187,0,91081,224,17767,1126333,1562310,1
644,27505,209164,153612,21143,1951462,131,2397,2345,6202041,56790,7227,5701,44064,7139,3818,44267,4411573,1,10426,32,0,7655,406,43,4811,4726,7598,838447,1698,2335,0,17322,847,20996,409827,479203,0
645,30409,229495,174597,23076,2007273,189,2677,2672,6792207,64239,8542,6010,45557,8314,4640,45539,4505439,1,11410,65,0,7864,454,57,5594,5409,7736,827240,1448,2345,0,16198,1022,21639,383331,433392,0
646,19985,149858,114063,14497,1433014,93,1723,1715,4617313,40845,5342,3426,31040,5442,2663,30983,3205393,1,7622,26,0,5528,312,26,3468,3404,5391,599906,741,1357,0,11421,629,14850,287210,339833,1
647,19457,144891,113540,14833,1232385,135,1870,1805,4158763,40261,5833,3904,28608,5704,3039,28477,2731278,0,7226,32,0,4574,320,28,3722,3737,4725,494596,849,1428,0,9595,741,13230,221343,247999,0
648,19228,143951,108938,13942,1373081,73,1566,1596,4308820,38999,5015,3427,29653,5173,2685,29993,3038468,0,7184,23,0,5168,317,31,3430,3421,5105,566584,1042,1537,0,12179,614,14376,283192,338469,1
649,12941,98706,73863,9326,922782,61,1071,1043,2897019,27080,3554,2364,20483,3511,1752,20337,2042716,0,4743,13,0,3395,210,15,2306,2266,3450,379421,620,965,0,8186,395,9702,181989,212635,0
650,24378,176867,143345,17760,1537371,175,2328,2283,5257882,48238,6926,4712,34175,6690,4023,34350,3352674,2,8810,51,0,5596,438,55,4970,4997,5577,619698,1093,1737,0,11560,966,16545,277617,309231,1
651,12397,96150,70125,9276,919943,49,989,1030,2883846,26020,3327,2436,20285,3385,1531,20289,2047015,0,4675,20,0,3369,189,14,1973,2108,3325,374933,611,1016,0,8147,336,9417,185450,220284,0
652,37299,289676,218150,30028,2525906,221,3358,3260,8414180,80661,10795,8725,57493,10746,5641,57407,5643557,2,14122,81,0,9618,595,65,6743,6687,9630,1025043,2248,3122,0,21269,1231,26627,475497,542701,0
653,11837,91396,64473,9045,922911,50,893,869,2754338,24293,2748,2513,19518,2745,1358,19268,2053219,0,4414,19,0,3553,172,15,1711,1744,3603,385234,670,1071,0,9074,294,9152,204551,252545,1
654,37698,294612,219142,29104,2642761,169,3258,3162,8626864,82795,10988,8427,59958,10762,5166,59822,5940585,2,14753,56,0,10339,529,73,6507,6562,10405,1093941,2200,3212,0,23701,1153,27334,518110,610810,0
655,35202,255227,203119,26224,2435326,192,3145,3104,7873360,68113,9305,7145,52380,9380,5347,52175,5275699,1,13113,51,0,9132,592,59,6583,6456,9104,981484,1949,2839,0,20116,1280,25636,460741,532341,0
656,49249,366223,286906,37898,3207808,295,4556,4476,10743951,102433,14205,10244,73010,14126,7836,72424,7006904,1,17899,80,0,11780,889,75,9432,9244,11736,1260567,2465,3868,1,24961,1788,34032,562317,636577,0
657,14373,110200,82230,10259,1043983,61,1177,1217,3313618,30212,4001,2372,22821,3877,1941,22988,2338004,0,5150,25,0,3752,246,14,2443,2360,3782,426788,600,1007,0,8410,401,10896,207470,242218,1
658,13163,98221,76621,8939,914256,70,1176,1147,2916688,26431,3556,1968,19713,3566,1951,19914,1992142,0,4879,14,0,3117,207,23,2431,2467,3259,368405,434,823,0,6359,453,9541,170072,202338,1
659,22450,169077,125947,16446,1600556,112,1888,1920,5186864,45809,5962,4506,34846,5993,3010,35106,3621701,0,8020,28,0,6075,354,23,3744,3771,5948,665797,1291,1844,0,14305,702,16720,326485,381996,1
